ROC-AUC,[0.60291596 0.61521238 0.48601236]
F1,[0.43278689 0.36628849 0.        ]
Recall,[0.84615385 0.23014257 0.        ]
Precision,[0.2907489 0.8968254 0.       ]
ARI,-0.06182188045374906
NMI,0.03448628602000175
Silhouette,-0.18224718752834532
DBI,13.623600868971673
VRI,2116.910289668638
Purity,0.08472856418061897
